age,job,marital,education,balance,housing,loan,duration,campaign,pdays,poutcome,y
37,self-employed,single,tertiary,556,no,no,200,2,-1,unknown,no
65,retired,divorced,unknown,3,no,no,245,2,-1,unknown,no
,technician,divorced,secondary,751,yes,no,343,4,-1,unknown,no
28,technician,single,secondary,126,no,no,229,1,-1,unknown,no
33,technician,divorced,tertiary,-386,yes,no,530,1,-1,unknown,no
56,blue-collar,married,primary,379,no,no,58,5,-1,unknown,
45,self-employed,married,secondary,76,no,no,78,2,176,success,no
39,technician,married,secondary,9121,no,no,147,1,-1,unknown,no
28,management,,tertiary,1466,yes,no,40,1,-1,unknown,no
36,blue-collar,married,primary,,yes,no,618,2,-1,unknown,no
41,blue-collar,married,primary,951,yes,no,23,4,-1,unknown,no
46,admin.,married,secondary,368,no,no,293,1,90,other,yes
41,blue-collar,married,secondary,121,yes,no,16,6,176,other,no
59,services,married,secondary,24,no,no,286,2,-1,unknown,no
,admin.,,secondary,299,yes,no,209,1,321,failure,
,management,married,tertiary,417,yes,no,935,1,-1,unknown,no
40,blue-collar,married,primary,-335,yes,no,260,1,-1,unknown,no
42,admin.,married,secondary,3165,yes,no,298,4,-1,unknown,no
50,services,married,secondary,254,yes,no,397,2,337,failure,no
25,management,single,tertiary,553,,no,113,4,479,failure,no
51,services,divorced,secondary,518,yes,no,76,1,-1,unknown,no
50,management,married,tertiary,85,no,yes,141,1,-1,unknown,no
37,blue-collar,married,unknown,63,yes,no,773,2,-1,unknown,no
21,services,single,secondary,361,no,no,329,1,95,other,no
52,blue-collar,married,secondary,-98,yes,no,423,1,-1,unknown,no
55,retired,married,primary,4424,no,no,67,4,-1,unknown,no
26,technician,single,secondary,261,yes,yes,626,1,-1,unknown,no
38,technician,married,tertiary,3234,no,no,578,2,-1,unknown,yes
32,blue-collar,married,secondary,687,yes,no,61,1,-1,unknown,no
31,blue-collar,married,secondary,631,,no,248,4,-1,unknown,no
,technician,single,secondary,341,no,yes,136,1,262,failure,no
33,technician,single,tertiary,316,no,no,126,3,-1,unknown,no
,technician,married,secondary,2,no,no,653,3,-1,unknown,no
44,management,married,unknown,415,yes,no,7,7,-1,unknown,no
48,management,divorced,tertiary,57,yes,no,528,1,-1,unknown,no
29,blue-collar,married,secondary,912,yes,no,785,1,-1,unknown,no
50,management,married,tertiary,,no,no,243,5,-1,unknown,no
37,blue-collar,married,primary,37,yes,no,24,2,362,other,no
44,admin.,single,secondary,2524,no,no,82,1,-1,unknown,
36,unemployed,single,tertiary,919,yes,no,952,3,-1,unknown,no
49,blue-collar,divorced,unknown,39,yes,no,27,5,-1,unknown,no
31,blue-collar,married,secondary,,yes,no,143,1,-1,unknown,no
49,technician,divorced,secondary,265,yes,no,274,6,-1,unknown,no
,blue-collar,single,secondary,,yes,no,1174,1,345,other,yes
57,admin.,divorced,unknown,412,no,no,915,1,-1,unknown,no
42,blue-collar,married,primary,152,yes,no,115,1,-1,unknown,no
36,blue-collar,divorced,secondary,-14,yes,no,222,2,-1,unknown,no
75,retired,divorced,primary,852,no,no,341,1,-1,unknown,no
38,blue-collar,single,secondary,578,yes,no,112,2,-1,unknown,no
40,blue-collar,married,primary,,yes,no,64,2,-1,unknown,no
38,services,single,secondary,2253,yes,no,937,3,-1,unknown,yes
,management,single,tertiary,1171,yes,no,129,1,-1,unknown,no
29,technician,single,tertiary,452,yes,no,59,1,-1,unknown,no
28,admin.,married,secondary,-97,yes,no,79,1,225,success,no
79,retired,married,secondary,4738,no,no,151,5,-1,unknown,no
51,admin.,divorced,secondary,467,,no,83,1,-1,unknown,no
32,student,single,tertiary,,no,no,101,5,3,other,no
36,management,married,tertiary,495,no,no,157,3,97,success,yes
38,entrepreneur,married,secondary,157,no,yes,57,11,366,other,no
49,self-employed,married,secondary,358,yes,yes,176,3,-1,unknown,no
42,services,married,secondary,292,yes,no,222,3,-1,unknown,no
43,blue-collar,married,primary,7343,yes,no,217,4,-1,unknown,no
,blue-collar,married,secondary,-563,yes,no,252,1,-1,unknown,no
59,retired,single,secondary,351,yes,no,1063,5,-1,unknown,yes
,unknown,married,primary,365,no,no,41,2,-1,unknown,no
33,blue-collar,single,secondary,13494,yes,no,27,25,-1,unknown,no
,admin.,single,secondary,846,yes,no,758,2,-1,unknown,no
64,retired,married,secondary,1574,no,no,301,3,-1,unknown,
,entrepreneur,married,tertiary,-28,yes,no,574,1,-1,unknown,no
,retired,married,tertiary,,no,no,847,1,60,success,yes
57,retired,married,primary,2927,no,yes,78,5,-1,unknown,no
30,blue-collar,married,secondary,51,yes,yes,514,1,-1,unknown,no
56,housemaid,divorced,primary,1238,no,no,1558,1,-1,unknown,yes
49,unknown,married,unknown,31,no,no,789,2,-1,unknown,
73,retired,married,primary,1388,no,no,146,3,190,success,no
39,technician,single,secondary,12,yes,no,272,2,-1,unknown,no
57,technician,divorced,primary,13,yes,no,323,2,368,failure,no
32,self-employed,married,secondary,413,yes,no,712,2,-1,unknown,no
32,technician,single,tertiary,4665,yes,no,860,2,-1,unknown,yes
45,admin.,married,secondary,638,yes,no,75,9,-1,unknown,
32,blue-collar,married,secondary,11,yes,no,191,4,-1,unknown,no
31,management,married,tertiary,1224,yes,yes,1441,2,-1,unknown,yes
49,self-employed,married,secondary,113,no,no,428,2,-1,unknown,no
29,services,married,secondary,3748,no,no,,3,-1,unknown,
55,technician,married,secondary,955,yes,no,104,1,-1,unknown,no
30,admin.,married,secondary,518,yes,no,127,1,-1,unknown,no
45,services,single,primary,1893,yes,no,1259,6,-1,unknown,yes
39,technician,married,tertiary,14,no,no,114,2,-1,unknown,no
36,admin.,married,secondary,-423,yes,yes,106,1,-1,unknown,no
33,management,married,tertiary,3696,no,no,305,1,182,failure,no
36,management,,tertiary,2987,yes,no,307,1,-1,unknown,yes
31,technician,single,secondary,433,no,no,1504,2,-1,unknown,no
36,technician,married,unknown,756,no,no,,3,-1,unknown,no
38,technician,single,tertiary,,yes,no,71,1,-1,unknown,no
33,unknown,married,secondary,2727,no,no,205,3,-1,unknown,no
40,technician,married,secondary,93,yes,no,134,2,-1,unknown,no
31,blue-collar,married,secondary,1766,no,yes,166,2,-1,unknown,yes
39,services,married,secondary,124,yes,no,81,5,-1,unknown,no
33,admin.,married,tertiary,69,no,yes,77,2,-1,unknown,no
,services,divorced,secondary,,no,no,80,2,-1,unknown,yes
38,management,married,tertiary,,yes,no,537,5,303,failure,no
59,technician,married,secondary,259,no,no,415,1,89,success,yes
55,blue-collar,married,primary,413,no,no,291,1,-1,unknown,no
38,technician,single,tertiary,744,,no,283,1,288,other,no
48,services,,secondary,116,yes,no,70,4,-1,unknown,no
,blue-collar,married,secondary,7,yes,no,611,2,-1,unknown,no
44,admin.,divorced,secondary,432,no,no,132,3,-1,unknown,no
57,management,married,tertiary,1172,no,no,26,1,-1,unknown,no
29,blue-collar,single,secondary,9,yes,no,262,3,-1,unknown,no
31,services,married,secondary,428,yes,no,,1,-1,unknown,no
,technician,single,tertiary,7546,yes,no,137,1,122,failure,no
31,blue-collar,married,primary,62,no,no,95,1,-1,unknown,no
,self-employed,married,tertiary,8647,no,no,140,2,-1,unknown,no
40,management,single,secondary,192,,no,71,11,-1,unknown,no
39,blue-collar,married,secondary,,yes,no,502,1,7,failure,no
43,technician,single,tertiary,27733,yes,no,164,7,-1,unknown,no
44,entrepreneur,married,primary,276,yes,yes,219,1,-1,unknown,no
29,technician,single,secondary,113,no,no,328,2,183,success,yes
40,technician,married,secondary,782,yes,no,224,2,-1,unknown,no
33,entrepreneur,married,primary,82,yes,no,63,2,-1,unknown,no
46,management,married,tertiary,18,no,no,24,13,-1,unknown,no
27,unknown,single,tertiary,6421,no,no,147,4,-1,unknown,
26,admin.,single,secondary,443,no,no,84,3,-1,unknown,no
41,technician,married,secondary,351,yes,no,175,1,-1,unknown,no
,technician,married,tertiary,56,yes,no,12,21,-1,unknown,no
39,technician,single,tertiary,-41,no,yes,40,15,-1,unknown,no
27,services,single,secondary,-124,no,no,217,1,-1,unknown,no
31,blue-collar,married,secondary,79,yes,yes,235,11,-1,unknown,no
44,unemployed,single,secondary,3945,no,no,255,1,-1,unknown,no
55,retired,married,tertiary,197,no,yes,256,1,-1,unknown,no
51,blue-collar,divorced,primary,837,no,no,41,2,-1,unknown,
50,management,married,tertiary,-94,no,yes,75,1,-1,unknown,no
30,services,married,secondary,1743,,no,192,4,-1,unknown,
46,technician,married,secondary,57,no,no,796,1,-1,unknown,yes
49,admin.,married,secondary,635,no,no,220,3,-1,unknown,no
56,retired,married,secondary,-113,yes,yes,614,2,-1,unknown,no
47,admin.,divorced,secondary,225,,no,1126,4,-1,unknown,yes
30,admin.,married,secondary,124,no,no,161,2,-1,unknown,no
36,entrepreneur,single,secondary,475,no,no,141,3,-1,unknown,no
40,management,married,tertiary,-7,no,yes,697,1,-1,unknown,no
37,technician,single,secondary,375,no,no,223,2,-1,unknown,no
42,admin.,divorced,secondary,936,no,no,931,1,-1,unknown,yes
45,technician,married,secondary,1415,yes,no,483,1,116,failure,no
,unemployed,single,secondary,,no,no,63,2,-1,unknown,no
27,admin.,single,secondary,3638,no,no,271,5,-1,unknown,no
30,blue-collar,,secondary,-99,yes,no,144,5,-1,unknown,no
32,technician,married,secondary,167,yes,yes,79,3,-1,unknown,
46,housemaid,married,primary,19,yes,no,171,1,-1,unknown,no
29,self-employed,married,tertiary,242,yes,no,73,4,-1,unknown,no
,unknown,married,unknown,13,no,no,,1,-1,unknown,
32,technician,married,secondary,286,no,no,60,1,343,failure,no
49,unemployed,married,secondary,769,yes,no,257,1,-1,unknown,no
,management,married,tertiary,93,no,no,198,2,88,other,no
38,blue-collar,married,secondary,1663,yes,no,217,3,327,failure,no
39,entrepreneur,married,primary,238,yes,yes,134,1,-1,unknown,no
,technician,single,secondary,2178,yes,no,41,1,-1,unknown,
42,blue-collar,married,primary,792,yes,yes,611,2,175,other,no
,blue-collar,single,unknown,871,yes,no,216,3,-1,unknown,no
60,admin.,married,secondary,125,no,no,388,8,-1,unknown,no
57,technician,divorced,secondary,63,yes,no,242,1,-1,unknown,no
31,blue-collar,single,secondary,16,no,no,387,1,-1,unknown,no
29,management,single,secondary,417,no,no,90,1,-1,unknown,no
41,services,married,secondary,3992,,no,281,2,-1,unknown,no
46,blue-collar,married,primary,2749,yes,no,332,1,-1,unknown,no
33,technician,married,secondary,133,no,no,218,1,-1,unknown,yes
32,blue-collar,single,secondary,1721,yes,no,650,2,-1,unknown,no
54,management,divorced,tertiary,2171,yes,yes,1034,1,-1,unknown,yes
37,services,married,secondary,476,,no,182,2,169,failure,no
32,technician,single,secondary,2979,no,no,156,1,-1,unknown,no
43,management,married,tertiary,69,yes,no,171,3,-1,unknown,no
50,blue-collar,divorced,secondary,23,yes,no,265,1,127,other,no
,blue-collar,married,secondary,322,yes,no,10,3,-1,unknown,no
31,admin.,divorced,secondary,121,no,no,350,1,-1,unknown,no
43,self-employed,married,secondary,634,yes,no,65,1,131,failure,no
49,entrepreneur,married,secondary,273,no,no,58,1,-1,unknown,no
22,student,single,unknown,47,no,no,69,3,-1,unknown,no
,management,married,tertiary,11,no,yes,127,2,-1,unknown,no
56,admin.,,secondary,,yes,no,154,2,-1,unknown,
,blue-collar,married,secondary,,no,no,36,4,-1,unknown,no
54,entrepreneur,married,tertiary,1544,no,yes,85,7,196,failure,no
32,services,single,unknown,6145,yes,no,362,1,287,failure,no
41,self-employed,married,secondary,28,yes,no,49,1,-1,unknown,no
40,blue-collar,married,secondary,112,yes,no,410,1,-1,unknown,no
33,blue-collar,married,primary,245,yes,yes,253,3,-1,unknown,no
33,management,single,tertiary,1998,no,no,570,1,-1,unknown,no
,blue-collar,married,secondary,399,yes,no,633,7,-1,unknown,no
36,services,married,secondary,1328,yes,no,82,4,-1,unknown,no
,entrepreneur,married,tertiary,412,yes,yes,164,1,-1,unknown,
55,management,,primary,229,no,yes,175,3,-1,unknown,no
28,student,single,tertiary,1562,,no,659,4,-1,unknown,yes
29,admin.,single,secondary,3432,,no,139,2,-1,unknown,no
31,admin.,single,secondary,144,yes,no,43,11,-1,unknown,no
52,management,married,tertiary,1339,yes,no,343,5,-1,unknown,
54,services,married,unknown,386,no,yes,74,1,152,success,no
43,blue-collar,married,primary,7727,yes,no,302,8,-1,unknown,no
55,entrepreneur,married,secondary,24,,no,455,13,-1,unknown,
28,blue-collar,divorced,unknown,11,yes,no,126,4,-1,unknown,no
45,unemployed,divorced,secondary,728,yes,yes,107,1,-1,unknown,
45,entrepreneur,married,primary,2418,yes,no,,1,-1,unknown,no
51,management,married,tertiary,2934,yes,no,727,4,-1,unknown,no
42,technician,single,secondary,,yes,no,275,4,-1,unknown,no
43,unknown,single,unknown,181,no,no,41,1,-1,unknown,no
,management,married,tertiary,176,,no,61,4,-1,unknown,no
36,blue-collar,married,primary,49,yes,no,232,2,365,other,no
37,blue-collar,married,secondary,223,yes,no,214,1,-1,unknown,no
50,blue-collar,married,secondary,372,yes,no,21,1,-1,unknown,no
42,management,divorced,unknown,772,no,no,138,2,-1,unknown,yes
,blue-collar,,primary,464,yes,no,173,1,299,other,no
48,management,married,secondary,117,yes,no,635,1,-1,unknown,no
47,admin.,married,secondary,14,yes,yes,77,2,-1,unknown,no
40,management,married,tertiary,141,yes,no,73,1,-1,unknown,no
37,management,married,tertiary,539,no,no,540,2,115,failure,no
38,blue-collar,married,primary,,yes,no,179,2,-1,unknown,no
29,technician,single,tertiary,46,yes,no,119,1,-1,unknown,no
46,blue-collar,married,primary,2558,yes,no,107,1,167,other,no
26,blue-collar,married,secondary,484,yes,no,48,2,-1,unknown,no
30,services,single,tertiary,3516,yes,no,447,4,-1,unknown,no
42,blue-collar,married,secondary,5639,,no,430,2,-1,unknown,
42,management,single,tertiary,1,no,no,64,2,-1,unknown,no
31,admin.,single,secondary,136,yes,no,217,5,-1,unknown,no
37,management,single,tertiary,815,,no,77,1,-1,unknown,no
26,blue-collar,married,secondary,245,yes,no,16,11,-1,unknown,no
54,blue-collar,married,unknown,191,,no,753,2,-1,unknown,no
70,retired,married,secondary,2815,no,no,125,2,182,failure,no
29,self-employed,single,secondary,3672,yes,yes,1210,1,-1,unknown,no
50,services,married,secondary,1572,yes,no,185,1,-1,unknown,no
60,unemployed,divorced,secondary,385,yes,no,,1,-1,unknown,no
32,technician,single,secondary,29,,no,156,2,-1,unknown,no
32,technician,married,secondary,84,no,yes,403,3,-1,unknown,no
,self-employed,single,tertiary,876,yes,no,,2,-1,unknown,
48,services,single,primary,1499,yes,no,17,7,-1,unknown,no
25,student,married,tertiary,,yes,no,160,1,-1,unknown,no
32,management,married,secondary,6217,yes,yes,486,2,181,failure,no
32,blue-collar,married,primary,329,yes,no,321,1,-1,unknown,no
47,admin.,divorced,secondary,162,,no,203,4,-1,unknown,no
32,technician,married,unknown,14533,no,no,646,3,198,success,no
49,management,single,tertiary,151,yes,no,,3,-1,unknown,
,services,married,secondary,-2,yes,yes,144,2,-1,unknown,
41,blue-collar,single,unknown,4684,no,no,30,6,-1,unknown,no
47,management,divorced,tertiary,1149,no,yes,82,2,-1,unknown,no
,blue-collar,married,primary,11,yes,no,326,4,-1,unknown,no
33,management,single,secondary,84,no,no,414,3,-1,unknown,no
49,blue-collar,married,primary,119,yes,no,285,5,-1,unknown,no
46,management,divorced,tertiary,1297,no,no,716,3,-1,unknown,yes
29,management,divorced,tertiary,415,yes,yes,449,4,-1,unknown,no
58,self-employed,married,primary,671,yes,no,16,3,-1,unknown,no
40,admin.,single,secondary,2378,yes,no,65,1,-1,unknown,no
,management,married,tertiary,417,yes,no,138,1,-1,unknown,
60,retired,married,primary,71,,no,121,3,-1,unknown,no
43,management,married,tertiary,1188,no,no,140,2,-1,unknown,no
50,blue-collar,married,primary,8139,yes,no,256,6,-1,unknown,no
33,blue-collar,married,secondary,249,yes,no,61,4,-1,unknown,no
37,blue-collar,married,primary,689,yes,no,367,2,-1,unknown,no
55,self-employed,married,secondary,23,yes,no,9,5,174,other,no
45,blue-collar,single,primary,-183,no,yes,395,4,-1,unknown,no
47,blue-collar,married,primary,3451,no,yes,125,2,-1,unknown,no
58,technician,married,secondary,116,no,no,580,3,-1,unknown,no
36,services,married,secondary,1746,yes,no,15,1,316,failure,no
55,technician,married,secondary,,,no,119,2,-1,unknown,no
31,blue-collar,married,secondary,897,yes,no,26,2,-1,unknown,no
38,technician,married,secondary,821,yes,yes,224,2,180,failure,no
42,blue-collar,married,secondary,13,yes,no,285,1,-1,unknown,
32,management,divorced,tertiary,1,yes,no,399,4,-1,unknown,
39,blue-collar,married,secondary,8,no,no,88,3,-1,unknown,no
41,technician,married,secondary,55,yes,no,,4,-1,unknown,no
59,blue-collar,married,primary,699,no,no,98,1,154,failure,no
42,unemployed,divorced,secondary,759,no,no,97,1,169,failure,no
33,blue-collar,married,secondary,687,yes,no,72,2,370,failure,no
,retired,married,secondary,4968,no,no,109,1,87,failure,no
43,blue-collar,married,primary,1211,yes,no,208,3,-1,unknown,no
39,self-employed,single,tertiary,426,no,no,1029,1,-1,unknown,yes
27,entrepreneur,single,secondary,376,yes,yes,273,1,-1,unknown,no
39,management,married,tertiary,12,yes,no,,1,-1,unknown,no
27,blue-collar,single,secondary,23,no,no,,2,-1,unknown,no
33,admin.,married,secondary,353,yes,no,107,2,-1,unknown,no
29,services,divorced,secondary,33,yes,no,88,2,-1,unknown,no
33,management,divorced,tertiary,,no,no,,2,-1,unknown,no
41,entrepreneur,married,secondary,353,no,no,90,2,-1,unknown,no
38,technician,single,tertiary,2273,yes,no,222,1,-1,unknown,
30,management,married,tertiary,,yes,no,127,1,-1,unknown,no
58,unemployed,married,tertiary,744,no,no,38,1,-1,unknown,no
37,services,single,secondary,68,no,no,380,3,-1,unknown,no
36,admin.,divorced,secondary,356,yes,no,244,3,313,failure,no
45,blue-collar,married,primary,1291,yes,no,189,17,-1,unknown,no
23,technician,single,secondary,-36,yes,no,217,2,-1,unknown,no
,blue-collar,married,primary,36,no,no,388,3,181,success,yes
44,blue-collar,married,primary,-312,yes,no,22,3,-1,unknown,no
32,technician,single,secondary,493,no,no,289,2,-1,unknown,no
32,management,married,tertiary,71,yes,no,221,8,-1,unknown,no
38,admin.,married,tertiary,669,yes,yes,129,2,-1,unknown,no
